region	tags	indicator	Всего / 3	Из графы 3 прошли за последние три года: / повышение квалифика-ции и (или) профессио-нальную перепод-готовку / 4	Из графы 3 прошли за последние три года: / из них: / по профилю педагогиче-ской деятельнос-ти / 5	Из графы 3 прошли за последние три года: / из них: / по использова-нию информа-ционных и коммуника-ционных технологий / 6	Из графы 3 прошли за последние три года: / из них: / в форме стажировки / 7	Из графы 3 прошли за последние три года: / в том числе (из гр. 7) в ведущих российских и зарубежных университе- тах и научных центрах / 8	Из графы 3 прошли за последние три года: / из них (из гр. 8) в зарубежных университе-тах и научных центрах / 9	Из граф 4-8 прошли в предыдущем учебном году: / повышение квалифика- ции и (или) профессио-нальную перепод-готовку (из гр. 4) / 10	Из граф 4-8 прошли в предыдущем учебном году: / из них: / по профилю педагогиче- ской деятельнос-ти (из гр. 5) / 11	Из граф 4-8 прошли в предыдущем учебном году: / из них: / по использова-нию информа-ционных и коммуника-ционных технологий (из гр. 6) / 12	Из граф 4-8 прошли в предыдущем учебном году: / из них: / в форме стажировки (из гр. 7) / 13	Из граф 4-8 прошли в предыдущем учебном году: / в том числе (из гр. 8) в ведущих российских и зарубежных университе- тах и научных центрах / 14	Из граф 4-8 прошли в предыдущем учебном году: / из них (из гр. 9) в зарубежных университе-тах и научных центрах / 15
Республика Марий Эл	персонал; Государственные, Муниципальные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	25.0	21.0	0.0	21.0	0.0	0.0	0.0	14.0	0.0	14.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	президент / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	преподаватели / 15	31.0	22.0	9.0	14.0	0.0	0.0	0.0	17.0	1.0	4.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	проректоры / 04	7.0	7.0	3.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	профессора / 12	89.0	82.0	72.0	65.0	12.0	0.0	0.0	51.0	24.0	12.0	2.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	34.0	24.0	0.0	23.0	0.0	0.0	0.0	17.0	0.0	16.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	специалисты по базам данных и сетям / 24	4.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	66.0	42.0	0.0	42.0	0.0	0.0	0.0	21.0	0.0	21.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	старшие преподаватели / 14	136.0	131.0	99.0	106.0	0.0	0.0	0.0	101.0	59.0	37.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Государственные, Муниципальные	техники-электроники / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	Инженерно-технический персонал / 19	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	Научные работники / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	Педагогические работники - всего (сумма строк 07,17): / 06	23.0	23.0	23.0	23.0	0.0	0.0	0.0	9.0	9.0	9.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	Руководящий персонал - всего / 01	9.0	5.0	5.0	5.0	0.0	0.0	0.0	5.0	5.0	5.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	Учебно-вспомогательный персонал / 20	5.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	ассистенты / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	в том числе:  руководители служб и подразделений в  сфере информационно-коммуникационных  технологий / 22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	в том числе: деканы факультетов / 09	2.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	в том числе: профессорско-преподавательский  состав - всего: / 07	23.0	23.0	23.0	23.0	0.0	0.0	0.0	9.0	9.0	9.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	графические и мультимедийные дизайнеры / 27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	директор филиала / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	директора институтов / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	доценты / 13	12.0	12.0	12.0	12.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	заведующие кафедрами / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	из них:  ректор / 02	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	из них: профессорско-преподавательский состав, осуществляющий  образовательную деятельность по образовательным программам высшего образования - программам бакалавриата,  специалитета, магистратуры (сумма строк 09-16) / 08	23.0	23.0	23.0	23.0	0.0	0.0	0.0	9.0	9.0	9.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	инженеры по телекоммуникациям / 26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	инженеры-электроники / 25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	иные педагогические работники / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	квалифицированные рабочие:  монтажники и ремонтники электронного и  телекоммуникационного оборудования / 31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	президент / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	преподаватели / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	проректоры / 04	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	профессора / 12	4.0	4.0	4.0	4.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	специалисты высшего уровня квалификации:  разработчики и аналитики программного обеспечения  и приложений / 23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	специалисты по базам данных и сетям / 24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	специалисты среднего уровня квалификации:  специалисты-техники по эксплуатации ИКТ и по  поддержке пользователей ИКТ / 28	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	специалисты-техники по телекоммуникациям и  радиовещанию / 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	старшие преподаватели / 14	5.0	5.0	5.0	5.0	0.0	0.0	0.0	3.0	3.0	3.0	0.0	0.0	0.0
Республика Марий Эл	персонал; Частные	техники-электроники / 30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	персонал; Государственные, Муниципальные	Инженерно-технический персонал / 19	232.0	12.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
Республика Мордовия	персонал; Государственные, Муниципальные	Научные работники / 18	25.0	11.0	1.0	2.0	1.0	0.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0
Республика Мордовия	персонал; Государственные, Муниципальные	Педагогические работники - всего (сумма строк 07,17): / 06	1313.0	1295.0	969.0	1181.0	40.0	38.0	13.0	637.0	312.0	507.0	15.0	15.0	0.0
Республика Мордовия	персонал; Государственные, Муниципальные	Руководящий персонал - всего / 01	40.0	35.0	19.0	20.0	3.0	1.0	1.0	29.0	13.0	16.0	0.0	0.0	0.0
Республика Мордовия	персонал; Государственные, Муниципальные	Специалисты по информационным и коммуникационным технологиям – всего (сумма строк 22 - 31) / 21	88.0	17.0	3.0	17.0	0.0	0.0	0.0	9.0	0.0	9.0	0.0	0.0	0.0
Республика Мордовия	персонал; Государственные, Муниципальные	Учебно-вспомогательный персонал / 20	465.0	127.0	1.0	22.0	3.0	3.0	0.0	19.0	0.0	19.0	0.0	0.0	0.0
